modern_precinct,sbe2006_precinct,dominant_share_blocks,sbe2006_parts,modern_block_count,block_count
MECKLENBURG - 070,MECKLENBURG - 070,100.0,1,21,21
MECKLENBURG - 071,MECKLENBURG - 071,100.0,1,27,27
MECKLENBURG - 072,MECKLENBURG - 072,94.74,2,19,18
MECKLENBURG - 073,MECKLENBURG - 073,100.0,1,11,11
MECKLENBURG - 074,MECKLENBURG - 074,100.0,1,43,43
MECKLENBURG - 075,MECKLENBURG - 075,100.0,1,34,34
MECKLENBURG - 076,MECKLENBURG - 076,100.0,1,35,35
MECKLENBURG - 077,MECKLENBURG - 077,92.19,2,64,59
MECKLENBURG - 078.1,MECKLENBURG - 078.1,95.38,3,65,62
MECKLENBURG - 079,MECKLENBURG - 079,96.55,2,58,56
MECKLENBURG - 080,MECKLENBURG - 080,100.0,1,68,68
MECKLENBURG - 081,MECKLENBURG - 081,98.72,2,78,77
MECKLENBURG - 082,MECKLENBURG - 082,98.04,2,51,50
MECKLENBURG - 083,MECKLENBURG - 083,92.86,2,42,39
MECKLENBURG - 084,MECKLENBURG - 084,100.0,1,32,32
MECKLENBURG - 085,MECKLENBURG - 085,100.0,1,29,29
MECKLENBURG - 086,MECKLENBURG - 086,92.59,3,27,25
MECKLENBURG - 087,MECKLENBURG - 087,97.73,2,44,43
MECKLENBURG - 088,MECKLENBURG - 088,100.0,1,30,30
MECKLENBURG - 089,MECKLENBURG - 089,100.0,1,107,107
MECKLENBURG - 090,MECKLENBURG - 090,100.0,1,17,17
MECKLENBURG - 091,MECKLENBURG - 091,96.88,2,32,31
MECKLENBURG - 092,MECKLENBURG - 092,100.0,1,21,21
MECKLENBURG - 093,MECKLENBURG - 093,100.0,1,22,22
MECKLENBURG - 094,MECKLENBURG - 094,100.0,1,21,21
MECKLENBURG - 095,MECKLENBURG - 095,100.0,1,15,15
MECKLENBURG - 096,MECKLENBURG - 096,100.0,1,30,30
MECKLENBURG - 097,MECKLENBURG - 097,92.31,2,13,12
MECKLENBURG - 098,MECKLENBURG - 098,100.0,1,53,53
MECKLENBURG - 099,MECKLENBURG - 099,100.0,1,39,39
MECKLENBURG - 100,MECKLENBURG - 100,100.0,1,30,30
MECKLENBURG - 101,MECKLENBURG - 101,100.0,1,24,24
MECKLENBURG - 102,MECKLENBURG - 102,100.0,1,40,40
MECKLENBURG - 103,MECKLENBURG - 103,100.0,1,30,30
MECKLENBURG - 104,MECKLENBURG - 104,100.0,1,46,46
MECKLENBURG - 105,MECKLENBURG - 105,100.0,1,74,74
MECKLENBURG - 106,MECKLENBURG - 106,100.0,1,32,32
MECKLENBURG - 107.1,MECKLENBURG - 107.1,100.0,1,26,26
MECKLENBURG - 108,MECKLENBURG - 108,95.24,2,21,20
MECKLENBURG - 109,MECKLENBURG - 109,100.0,1,49,49
MECKLENBURG - 110,MECKLENBURG - 110,100.0,1,16,16
MECKLENBURG - 111,MECKLENBURG - 111,96.88,2,32,31
MECKLENBURG - 112,MECKLENBURG - 112,90.48,2,21,19
MECKLENBURG - 113,MECKLENBURG - 113,100.0,1,27,27
MECKLENBURG - 114,MECKLENBURG - 114,84.21,2,19,16
MECKLENBURG - 115,MECKLENBURG - 115,100.0,1,10,10
MECKLENBURG - 116,MECKLENBURG - 116,100.0,1,17,17
MECKLENBURG - 117,MECKLENBURG - 117,100.0,1,25,25
MECKLENBURG - 118,MECKLENBURG - 118,100.0,1,20,20
MECKLENBURG - 119,MECKLENBURG - 119,100.0,1,15,15
MECKLENBURG - 120,MECKLENBURG - 120,100.0,1,15,15
MECKLENBURG - 121,MECKLENBURG - 121,92.86,3,28,26
MECKLENBURG - 122,MECKLENBURG - 122,100.0,1,97,97
MECKLENBURG - 123,MECKLENBURG - 123,100.0,1,25,25
MECKLENBURG - 124,MECKLENBURG - 124,100.0,1,36,36
MECKLENBURG - 125,MECKLENBURG - 125,100.0,1,14,14
MECKLENBURG - 126,MECKLENBURG - 126,100.0,1,69,69
MECKLENBURG - 127,MECKLENBURG - 127,98.17,3,164,161
MECKLENBURG - 128,MECKLENBURG - 128,95.24,2,21,20
MECKLENBURG - 129,MECKLENBURG - 129,85.29,3,34,29
MECKLENBURG - 130,MECKLENBURG - 130,100.0,1,20,20
MECKLENBURG - 131,MECKLENBURG - 131,85.71,2,7,6
MECKLENBURG - 132,MECKLENBURG - 132,100.0,1,39,39
MECKLENBURG - 133,MECKLENBURG - 133,97.73,2,132,129
MECKLENBURG - 134,MECKLENBURG - 134,100.0,1,201,201
MECKLENBURG - 135,MECKLENBURG - 135,100.0,1,97,97
MECKLENBURG - 136,MECKLENBURG - 136,95.24,2,42,40
MECKLENBURG - 137,MECKLENBURG - 137,100.0,1,83,83
MECKLENBURG - 138,MECKLENBURG - 138,98.08,2,52,51
MECKLENBURG - 139.1,MECKLENBURG - 139.1,100.0,1,57,57
MECKLENBURG - 140,MECKLENBURG - 140,100.0,1,60,60
MECKLENBURG - 141,MECKLENBURG - 141,98.53,2,68,67
MECKLENBURG - 142,MECKLENBURG - 142,97.31,4,186,181
MECKLENBURG - 143,MECKLENBURG - 143,100.0,1,79,79
MECKLENBURG - 144,MECKLENBURG - 144,100.0,1,20,20
MECKLENBURG - 145,MECKLENBURG - 145,97.44,2,117,114
MECKLENBURG - 146,MECKLENBURG - 146,98.0,2,50,49
MECKLENBURG - 147,MECKLENBURG - 147,96.61,3,59,57
MECKLENBURG - 148,MECKLENBURG - 148,100.0,1,185,185
MECKLENBURG - 149,MECKLENBURG - 149,100.0,1,72,72
MECKLENBURG - 150,MECKLENBURG - 150,97.5,2,40,39
MECKLENBURG - 151,MECKLENBURG - 151,100.0,1,70,70
MECKLENBURG - 200,MECKLENBURG - 200,99.31,2,145,144
MECKLENBURG - 201,MECKLENBURG - 201,97.46,3,118,115
MECKLENBURG - 202,MECKLENBURG - 202,97.4,3,308,300
MECKLENBURG - 203,MECKLENBURG - 203,98.73,2,79,78
MECKLENBURG - 204.1,MECKLENBURG - 204.1,100.0,1,65,65
MECKLENBURG - 205,MECKLENBURG - 205,97.37,2,76,74
MECKLENBURG - 206,MECKLENBURG - 206,71.02,4,176,125
MECKLENBURG - 207,MECKLENBURG - 207,100.0,1,97,97
MECKLENBURG - 208,MECKLENBURG - 208,100.0,1,77,77
MECKLENBURG - 209,MECKLENBURG - 209,100.0,1,165,165
MECKLENBURG - 210,MECKLENBURG - 210,100.0,1,93,93
MECKLENBURG - 211,MECKLENBURG - 211,100.0,1,203,203
MECKLENBURG - 212,MECKLENBURG - 212,100.0,1,189,189
MECKLENBURG - 213,MECKLENBURG - 213,95.89,3,73,70
MECKLENBURG - 214,MECKLENBURG - 214,100.0,1,29,29
MECKLENBURG - 215,MECKLENBURG - 215,74.07,2,54,40
MECKLENBURG - 216,MECKLENBURG - 216,95.35,2,43,41
MECKLENBURG - 217,MECKLENBURG - 217,97.83,2,46,45
MECKLENBURG - 218,MECKLENBURG - 218,100.0,1,40,40
MECKLENBURG - 219,MECKLENBURG - 219,100.0,1,46,46
MECKLENBURG - 220,MECKLENBURG - 220,100.0,1,47,47
MECKLENBURG - 221,MECKLENBURG - 221,100.0,1,92,92
MECKLENBURG - 222,MECKLENBURG - 222,99.22,2,128,127
MECKLENBURG - 223.1,MECKLENBURG - 223.1,100.0,1,146,146
MECKLENBURG - 224,MECKLENBURG - 224,97.14,3,105,102
MECKLENBURG - 225,MECKLENBURG - 225,97.98,2,99,97
MECKLENBURG - 226,MECKLENBURG - 226,97.56,2,41,40
MECKLENBURG - 227,MECKLENBURG - 227,100.0,1,138,138
MECKLENBURG - 228,MECKLENBURG - 228,98.85,2,87,86
MECKLENBURG - 229,MECKLENBURG - 229,100.0,1,163,163
MECKLENBURG - 230,MECKLENBURG - 230,100.0,1,199,199
MECKLENBURG - 231,MECKLENBURG - 231,97.06,2,68,66
MECKLENBURG - 232,MECKLENBURG - 232,100.0,1,56,56
MECKLENBURG - 233,MECKLENBURG - 233,93.88,2,49,46
MECKLENBURG - 234,MECKLENBURG - 234,100.0,1,38,38
MECKLENBURG - 235,MECKLENBURG - 235,97.73,2,44,43
MECKLENBURG - 236,MECKLENBURG - 236,100.0,1,150,150
MECKLENBURG - 237,MECKLENBURG - 237,100.0,1,53,53
MECKLENBURG - 238.1,MECKLENBURG - 238.1,100.0,1,22,22
MECKLENBURG - 239,MECKLENBURG - 239,98.28,2,58,57
MECKLENBURG - 240,MECKLENBURG - 240,96.12,3,129,124
MECKLENBURG - 241,MECKLENBURG - 241,98.57,3,279,275
MECKLENBURG - 242,MECKLENBURG - 242,100.0,1,33,33
MECKLENBURG - 243,MECKLENBURG - 243,100.0,1,126,126
MITCHELL - 01-A,MITCHELL - BAKERSVILLE,70.21,3,94,66
MITCHELL - 02,MITCHELL - BRADSHAW,94.12,2,17,16
MITCHELL - 03,MITCHELL - CANE CREEK,100.0,1,19,19
MITCHELL - 04,MITCHELL - GRASSY CREEK,99.32,3,295,293
MITCHELL - 05,MITCHELL - HARRELL,97.96,2,49,48
MITCHELL - 06,MITCHELL - LITTLE ROCK CREEK,95.56,3,45,43
MITCHELL - 07,MITCHELL - POPLAR,100.0,1,31,31
MITCHELL - 09,MITCHELL - SNOW CREEK,95.24,4,63,60
MONTGOMERY - BIS,MONTGOMERY - BISCOE,100.0,1,139,139
MONTGOMERY - CAN,MONTGOMERY - CANDOR,100.0,1,133,133
MONTGOMERY - CHE,MONTGOMERY - CHEEKS CREEK,100.0,1,76,76
MONTGOMERY - ELD,MONTGOMERY - ELDORADO,100.0,1,127,127
MONTGOMERY - LIT,MONTGOMERY - LITTLE RIVER,100.0,1,41,41
MONTGOMERY - MTG,MONTGOMERY - MT GILEAD,98.56,3,139,137
MONTGOMERY - OPH,MONTGOMERY - OPHIR,100.0,1,33,33
MONTGOMERY - PEE,MONTGOMERY - PEE DEE,100.0,1,127,127
MONTGOMERY - ROC,MONTGOMERY - ROCKY SPRINGS,97.73,2,44,43
MONTGOMERY - STA,MONTGOMERY - STAR,100.0,1,156,156
MONTGOMERY - T1,MONTGOMERY - TROY 1,100.0,1,179,179
MONTGOMERY - T2,MONTGOMERY - TROY 2,100.0,1,117,117
MONTGOMERY - UWH,MONTGOMERY - UWHARRIE,100.0,1,106,106
MONTGOMERY - WAD,MONTGOMERY - WADEVILLE,100.0,1,43,43
MOORE - BEN,MOORE - BENSALEM,99.17,2,120,119
MOORE - CAM,MOORE - CAMERON,99.33,2,149,148
MOORE - CAR,MOORE - CARTHAGE,98.75,4,321,317
MOORE - DHR,MOORE - DEEP RIVER/HIGH FALLS/RITTER,98.31,3,118,116
MOORE - EAB,MOORE - ABERDEEN EAST,99.32,2,148,147
MOORE - EKWD,MOORE - KNOLLWOOD,97.1,2,69,67
MOORE - EUR-WP,MOORE - EUREKA,96.77,2,124,120
MOORE - EWD,MOORE - EASTWOOD,96.81,4,94,91
MOORE - LTR,MOORE - LITTLE RIVER,97.16,2,141,137
MOORE - NSP,MOORE - SOUTHERN PINES NORTH,100.0,1,158,158
MOORE - PBF,MOORE - PINEBLUFF,100.0,1,128,128
MOORE - PDN,MOORE - PINEDENE,96.75,3,154,149
MOORE - PHA1,MOORE - PINEHURST A,98.48,3,132,130
MOORE - PHA2,MOORE - PINEHURST A,100.0,1,73,73
MOORE - PHB1A,MOORE - PINEHURST B-1,92.31,3,78,72
MOORE - PHB2,MOORE - PINEHURST B-2,97.33,2,75,73
MOORE - PHC,MOORE - PINEHURST C,88.75,2,80,71
MOORE - RBN,MOORE - ROBBINS,97.89,2,142,139
MOORE - SLS,MOORE - SEVEN LAKES,96.63,2,89,86
MOORE - SSP,MOORE - SOUTHERN PINES SOUTH,94.29,3,175,165
MOORE - TLT,MOORE - TAYLORTOWN,83.33,4,36,30
MOORE - VSS,MOORE - VASS,100.0,1,131,131
MOORE - WAB,MOORE - ABERDEEN WEST,95.5,6,222,212
MOORE - WEM,MOORE - WESTMOORE,97.62,2,84,82
MOORE - WKWD1,MOORE - KNOLLWOOD,85.48,4,124,106
MOORE - WND,MOORE - WEST END,85.34,3,116,99
NASH - P01A,NASH - BAILEY,99.3,2,142,141
NASH - P02A,NASH - DRYWELLS,99.35,2,153,152
NASH - P03A,NASH - FERRELLS,100.0,1,66,66
NASH - P04A,NASH - JACKSONS,100.0,1,66,66
NASH - P05A,NASH - COOPERS,96.97,2,66,64
NASH - P06A,NASH - MANNINGS 1,100.0,1,139,139
NASH - P07A,NASH - MANNINGS 2,100.0,1,53,53
NASH - P08A,NASH - NASHVILLE,100.0,1,255,255
NASH - P09A,NASH - CASTALIA,97.14,3,70,68
NASH - P10A,NASH - GRIFFINS,90.28,5,72,65
NASH - P11A,NASH - RED OAK,94.95,4,99,94
NASH - P12A,NASH - WHITAKERS NORTH 2,100.0,1,32,32
NASH - P13A,NASH - WHITAKERS NORTH 1,89.87,3,79,71
NASH - P14A,NASH - STONY CREEK,95.12,3,82,78
NASH - P15A,NASH - OAK LEVEL,98.28,2,116,114
NASH - P16A,NASH - WHITAKERS SOUTH,65.43,3,162,106
NASH - P17A,NASH - ROCKY MOUNT 10,100.0,1,60,60
NASH - P18A,NASH - ROCKY MOUNT 08,98.31,2,59,58
NASH - P19A,NASH - ROCKY MOUNT 07,71.19,3,118,84
NASH - P20A,NASH - ROCKY MOUNT 06,100.0,1,107,107
NASH - P21A,NASH - ROCKY MOUNT 01,52.85,4,246,130
NASH - P22A,NASH - ROCKY MOUNT 03,99.08,2,109,108
NASH - P23A,NASH - ROCKY MOUNT 04,100.0,1,94,94
NASH - P24A,NASH - ROCKY MOUNT 05,98.39,2,124,122
NEW HANOVER - CF01,NEW HANOVER - CAPE FEAR 1,96.21,3,211,203
NEW HANOVER - CF02,NEW HANOVER - CAPE FEAR 2,99.17,2,121,120
NEW HANOVER - CF05,NEW HANOVER - CAPE FEAR 3,92.06,2,63,58
NEW HANOVER - CF06,NEW HANOVER - CAPE FEAR 3,96.15,2,104,100
NEW HANOVER - FP03,NEW HANOVER - FEDERAL POINT 3,99.01,2,101,100
NEW HANOVER - FP04,NEW HANOVER - FEDERAL POINT 4,98.98,2,98,97
NEW HANOVER - FP06,NEW HANOVER - FEDERAL POINT 1,100.0,1,43,43
NEW HANOVER - FP07,NEW HANOVER - FEDERAL POINT 1,100.0,1,56,56
NEW HANOVER - FP08,NEW HANOVER - FEDERAL POINT 2,73.03,2,267,195
NEW HANOVER - H01,NEW HANOVER - HARNETT 1,95.24,2,42,40
NEW HANOVER - H02,NEW HANOVER - HARNETT 2 & 8,98.18,2,55,54
NEW HANOVER - H04,NEW HANOVER - HARNETT 4,97.14,3,70,68
NEW HANOVER - H05,NEW HANOVER - HARNETT 5,96.51,3,86,83
NEW HANOVER - H06,NEW HANOVER - HARNETT 6,94.92,2,59,56
NEW HANOVER - H08,NEW HANOVER - HARNETT 2 & 8,97.5,2,80,78
NEW HANOVER - H10,NEW HANOVER - HARNETT 7,100.0,1,47,47
NEW HANOVER - H11,NEW HANOVER - HARNETT 7,93.88,4,98,92
NEW HANOVER - H12,NEW HANOVER - HARNETT 9,93.42,2,76,71
NEW HANOVER - H13,NEW HANOVER - HARNETT 9,87.04,2,54,47
NEW HANOVER - M02,NEW HANOVER - MASONBORO 2,98.72,2,78,77
NEW HANOVER - M03,NEW HANOVER - MASONBORO 3,93.88,3,98,92
NEW HANOVER - M04,NEW HANOVER - MASONBORO 4,96.64,4,119,115
NEW HANOVER - M06,NEW HANOVER - MASONBORO 5,97.78,2,45,44
NEW HANOVER - M07,NEW HANOVER - MASONBORO 5,98.21,2,56,55
NEW HANOVER - W03,NEW HANOVER - WILMINGTON 03,97.83,2,138,135
NEW HANOVER - W08,NEW HANOVER - WILMINGTON 08,100.0,1,57,57
NEW HANOVER - W12,NEW HANOVER - WILMINGTON 12,97.92,2,48,47
NEW HANOVER - W15,NEW HANOVER - WILMINGTON 15,96.67,3,90,87
NEW HANOVER - W16,NEW HANOVER - WILMINGTON 16,98.48,2,66,65
NEW HANOVER - W17,NEW HANOVER - WILMINGTON 17,89.06,3,64,57
NEW HANOVER - W21,NEW HANOVER - WILMINGTON 21,94.59,2,37,35
NEW HANOVER - W25,NEW HANOVER - WILMINGTON 02,53.19,2,235,125
NEW HANOVER - W26,NEW HANOVER - WILMINGTON 19,66.67,3,111,74
NEW HANOVER - W27,NEW HANOVER - WILMINGTON 10,51.05,2,143,73
NEW HANOVER - W29,NEW HANOVER - WILMINGTON 07,54.19,2,203,110
NEW HANOVER - W30,NEW HANOVER - WILMINGTON 05,71.88,3,96,69
NEW HANOVER - W31,NEW HANOVER - WILMINGTON 11,56.14,3,114,64
NEW HANOVER - W33,NEW HANOVER - HARNETT 3,96.15,4,104,100
NEW HANOVER - W34,NEW HANOVER - WILMINGTON 24,53.33,4,60,32
NEW HANOVER - W35,NEW HANOVER - WILMINGTON 18,35.51,3,138,49
NEW HANOVER - WB,NEW HANOVER - WRIGHTSVILLE BEACH,98.57,2,70,69
NORTHAMPTON - COMIPE,NORTHAMPTON - CONWAY,50.0,3,80,40
NORTHAMPTON - CREEKS,NORTHAMPTON - CREEKSVILLE,100.0,1,35,35
NORTHAMPTON - GALATI,NORTHAMPTON - GALATIA,100.0,1,45,45
NORTHAMPTON - GAPL,NORTHAMPTON - GARYSBURG,72.93,3,181,132
NORTHAMPTON - GASTON,NORTHAMPTON - GASTON,100.0,1,128,128
NORTHAMPTON - JARE,NORTHAMPTON - JACKSON,60.94,2,64,39
NORTHAMPTON - LAKE G,NORTHAMPTON - LAKE GASTON,94.12,3,51,48
NORTHAMPTON - LASKER,NORTHAMPTON - LASKER,100.0,1,22,22
NORTHAMPTON - NEWTOW,NORTHAMPTON - NEWTOWN,100.0,1,25,25
NORTHAMPTON - RICH S,NORTHAMPTON - RICH SQUARE,100.0,1,65,65
NORTHAMPTON - SEABOA,NORTHAMPTON - SEABOARD,100.0,1,95,95
NORTHAMPTON - SEVERN,NORTHAMPTON - SEVERN,100.0,1,39,39
NORTHAMPTON - WOPO,NORTHAMPTON - WOODLAND,81.82,2,66,54
ONSLOW - BC21,ONSLOW - BEAR CREEK,100.0,1,68,68
ONSLOW - BM08,ONSLOW - BRYNN MARR,98.64,2,147,145
ONSLOW - CL10,ONSLOW - CATHERINE LAKE,92.31,2,39,36
ONSLOW - CR07,ONSLOW - CROSS ROADS,96.19,3,105,101
ONSLOW - EN03,ONSLOW - NORTHWOODS EAST,98.62,3,218,215
ONSLOW - FS16,ONSLOW - FOLKSTONE,95.48,2,155,148
ONSLOW - GB12,ONSLOW - GUM BRANCH,80.88,3,68,55
ONSLOW - HM05,ONSLOW - HALF MOON,97.1,2,69,67
ONSLOW - HN14,ONSLOW - HAWS RUN,100.0,1,81,81
ONSLOW - HR17,ONSLOW - HOLLY RIDGE,96.97,3,198,192
ONSLOW - HU20,ONSLOW - HUBERT,100.0,1,74,74
ONSLOW - JA01,ONSLOW - JACKSONVILLE,72.04,4,776,559
ONSLOW - ML23,ONSLOW - MILLS,84.38,3,32,27
ONSLOW - MT24,ONSLOW - MORTONS,96.43,2,56,54
ONSLOW - NE22A,ONSLOW - NORTHEAST,97.35,2,113,110
ONSLOW - NE22B,ONSLOW - NORTHEAST,94.32,2,88,83
ONSLOW - NM13,ONSLOW - NINE MILE,96.88,2,32,31
ONSLOW - NR02,ONSLOW - NEW RIVER,98.84,2,86,85
ONSLOW - RL09,ONSLOW - RICHLANDS,98.52,3,135,133
ONSLOW - SF18,ONSLOW - SNEADS FERRY,98.11,2,106,104
ONSLOW - SW19,ONSLOW - SWANSBORO,97.6,2,208,203
ONSLOW - TL06,ONSLOW - TAR LANDING,100.0,1,45,45
ONSLOW - VR15,ONSLOW - VERONA,96.0,2,50,48
ONSLOW - WN04,ONSLOW - NORTHWOODS WEST,96.77,3,93,90
ORANGE - CA,ORANGE - CARR,93.75,2,48,45
ORANGE - CB1,ORANGE - CARRBORO,54.17,2,48,26
ORANGE - CF1,ORANGE - CEDAR FALLS,56.92,5,65,37
ORANGE - CG,ORANGE - CEDAR GROVE,100.0,1,59,59
ORANGE - CH,ORANGE - COKER HILLS,100.0,1,19,19
ORANGE - CO,ORANGE - COLONIAL HEIGHTS,95.0,2,40,38
ORANGE - CS1,ORANGE - COLES STORE,90.48,3,63,57
ORANGE - CW,ORANGE - CALDWELL,98.39,3,124,122
ORANGE - CX,ORANGE - CHEEKS,97.41,3,193,188
ORANGE - DA,ORANGE - DOGWOOD ACRES,100.0,1,63,63
ORANGE - DM,ORANGE - DAMASCUS,100.0,1,35,35
ORANGE - EA1,ORANGE - FRANKLIN EAST,59.09,2,22,13
ORANGE - EF,ORANGE - EFLAND,92.86,2,98,91
ORANGE - EH,ORANGE - ESTES HILLS,100.0,1,19,19
ORANGE - ENO,ORANGE - ENO,94.25,3,87,82
ORANGE - ES,ORANGE - EASTSIDE,75.86,3,29,22
ORANGE - GB,ORANGE - GRADY BROWN,86.81,3,91,79
ORANGE - GL,ORANGE - GLENWOOD,95.52,2,67,64
ORANGE - H,ORANGE - HILLSBOROUGH,75.36,3,69,52
ORANGE - HE,ORANGE - CAMERON PARK,52.13,6,94,49
ORANGE - HF,ORANGE - HOGAN FARM,100.0,1,66,66
ORANGE - HN,ORANGE - CAMERON PARK,85.45,4,55,47
ORANGE - KM,ORANGE - KINGS MILL,97.56,2,41,40
ORANGE - NC,ORANGE - CARRBORO NORTH,100.0,1,37,37
ORANGE - NS,ORANGE - NORTHSIDE,100.0,1,32,32
ORANGE - OG,ORANGE - ORANGE GROVE,91.58,5,95,87
ORANGE - OW1,ORANGE - OWASA,75.0,3,20,15
ORANGE - PA,ORANGE - PATTERSON,98.75,2,80,79
ORANGE - RE,ORANGE - PATTERSON,58.18,4,55,32
ORANGE - RF,ORANGE - RIDGEFIELD,97.67,2,43,42
ORANGE - SJ,ORANGE - ST JOHN,85.96,4,57,49
ORANGE - SM,ORANGE - ST MARYS,97.87,2,47,46
ORANGE - TH1,ORANGE - TOWN HALL,93.75,2,32,30
ORANGE - TO,ORANGE - TOLARS,95.08,2,61,58
ORANGE - UNC,ORANGE - GREENWOOD,28.33,7,60,17
ORANGE - WC,ORANGE - WHITE CROSS,90.2,3,51,46
ORANGE - WD,ORANGE - WEAVER DAIRY,100.0,1,49,49
ORANGE - WDS,ORANGE - WEAVER DAIRY,100.0,1,1,1
ORANGE - WH,ORANGE - HILLSBOROUGH WEST,86.67,3,90,78
ORANGE - WW1,ORANGE - WESTWOOD,61.11,2,36,22
PAMLICO - 1CR,PAMLICO - ALLIANCE,100.0,1,87,87
PAMLICO - 1RB,PAMLICO - REELSBORO,100.0,1,55,55
PAMLICO - 2OT,PAMLICO - ORIENTAL,100.0,1,155,155
PAMLICO - 3CH,PAMLICO - BAYBORO,74.3,4,179,133
PAMLICO - 4BR,PAMLICO - HOBUCKEN,56.63,2,196,111
PAMLICO - 5AP,PAMLICO - ARAPAHOE,100.0,1,110,110
PASQUOTANK - EAST,PASQUOTANK - ELIZABETH CITY 1-A,61.2,2,183,112
PASQUOTANK - MH,PASQUOTANK - MT HERMON,93.24,2,148,138
PASQUOTANK - NEW,PASQUOTANK - NEWLAND,100.0,1,57,57
PASQUOTANK - NIX,PASQUOTANK - NIXONTON,100.0,1,77,77
PASQUOTANK - NORTH,PASQUOTANK - ELIZABETH CITY 2-A,50.34,3,147,74
PASQUOTANK - PRO,PASQUOTANK - PROVIDENCE,95.24,4,147,140
PASQUOTANK - SAL,PASQUOTANK - SALEM,100.0,1,39,39
PASQUOTANK - SOUTH,PASQUOTANK - ELIZABETH CITY 4-A,59.43,3,106,63
PASQUOTANK - WEST,PASQUOTANK - ELIZABETH CITY 3-A,56.47,2,85,48
PENDER - BW01,PENDER - BURGAW SOUTH,59.78,3,271,162
PENDER - CL05,PENDER - COLUMBIA,98.84,2,86,85
PENDER - LT18,PENDER - TOPSAIL LOWER,100.0,1,83,83
PENDER - MC07,PENDER - CASWELL,42.79,4,201,86
PENDER - MT19,PENDER - TOPSAIL LOWER,100.0,1,51,51
PENDER - PL18,PENDER - UNION LOWER,41.18,3,170,70
PENDER - RP21,PENDER - ROCKY POINT,75.32,2,158,119
PENDER - SC13,PENDER - SURF CITY,97.36,2,227,221
PENDER - SH12,PENDER - SCOTTS HILL,100.0,1,32,32
PENDER - SP15,PENDER - TOPSAIL UPPER,98.06,2,103,101
PENDER - UH08,PENDER - HOLLY UPPER,92.31,3,52,48
PENDER - UT14,PENDER - TOPSAIL UPPER,100.0,1,61,61
PERQUIMANS - BELVID,PERQUIMANS - BELVIDERE,100.0,1,30,30
PERQUIMANS - BETHEL,PERQUIMANS - BETHEL,99.3,2,142,141
PERQUIMANS - EAST H,PERQUIMANS - HERTFORD EAST,98.21,2,56,55
PERQUIMANS - NEW HO,PERQUIMANS - NEW HOPE,100.0,1,40,40
PERQUIMANS - NICANO,PERQUIMANS - NICANOR,100.0,1,30,30
PERQUIMANS - PARKVI,PERQUIMANS - PARKVILLE,100.0,1,96,96
PERQUIMANS - WEST H,PERQUIMANS - HERTFORD WEST,100.0,1,52,52
PERSON - ALVI,PERSON - ALLENSVILLE,87.39,5,111,97
PERSON - CUCL,PERSON - CUNNINGHAM/CHUB LAKE,100.0,1,133,133
PERSON - FLHE,PERSON - FLAT RIVER,87.67,4,146,128
PERSON - HLWY,PERSON - HOLLOWAY,100.0,1,42,42
PERSON - MTTZ,PERSON - MT TIRZAH,100.0,1,92,92
PERSON - OLHI,PERSON - OLIVE HILL,100.0,1,73,73
PERSON - PNTH,PERSON - ROXBORO 3,54.1,2,183,99
PERSON - RCOB,PERSON - ROXBORO 1A,48.98,4,147,72
PERSON - ROXL,PERSON - ROXBORO 4,62.16,4,74,46
PERSON - SWST,PERSON - BUSHY FORK,63.27,3,98,62
PERSON - WDSD,PERSON - WOODSDALE,79.78,4,89,71
PITT - 0101,PITT - ARTHUR,98.31,2,118,116
PITT - 0200A,PITT - AYDEN A,99.22,2,128,127
PITT - 0200B,PITT - AYDEN B,100.0,1,136,136
PITT - 0301,PITT - BELVOIR,96.55,3,145,140
PITT - 0401,PITT - BETHEL,100.0,1,164,164
PITT - 0501,PITT - CAROLINA,98.94,2,94,93
PITT - 0601,PITT - CHICOD,95.0,2,120,114
PITT - 0701,PITT - FALKLAND,98.78,2,82,81
PITT - 0800A,PITT - FARMVILLE A,100.0,1,149,149
PITT - 0800B,PITT - FARMVILLE B,100.0,1,102,102
PITT - 0901,PITT - FOUNTAIN,100.0,1,86,86
PITT - 1001,PITT - GRIFTON,96.89,3,193,187
PITT - 1101,PITT - GRIMESLAND,98.65,2,74,73
PITT - 1102A,PITT - SIMPSON A,100.0,1,60,60
PITT - 1102B,PITT - SIMPSON B,98.9,2,91,90
PITT - 1201,PITT - PACTOLUS,98.99,2,199,197
PITT - 1301,PITT - SWIFT CREEK,97.5,2,40,39
PITT - 1403A1,PITT - WINTERVILLE CENTRAL A,97.14,2,105,102
PITT - 1403A2,PITT - WINTERVILLE CENTRAL A,99.11,2,112,111
PITT - 1403B,PITT - WINTERVILLE CENTRAL B,95.24,2,105,100
PITT - 1501,PITT - GREENVILLE 01,100.0,1,155,155
PITT - 1503,PITT - GREENVILLE 03,96.67,2,90,87
PITT - 1504A,PITT - GREENVILLE 04,99.32,2,147,146
PITT - 1504B,PITT - GREENVILLE 04,98.55,2,69,68
PITT - 1505A,PITT - GREENVILLE 05A,90.0,2,30,27
PITT - 1505B,PITT - GREENVILLE 05B,98.65,2,74,73
PITT - 1506,PITT - GREENVILLE 06,100.0,1,97,97
PITT - 1507,PITT - GREENVILLE 07C,50.0,3,68,34
PITT - 1507B,PITT - GREENVILLE 07B,100.0,1,21,21
PITT - 1508A,PITT - GREENVILLE 08A,100.0,1,78,78
PITT - 1508B,PITT - GREENVILLE 08B,100.0,1,41,41
