"precinct_id","vap_18plus","white_vap","black_vap","native_vap","asian_vap","white_vap_pct","black_vap_pct","native_vap_pct","asian_vap_pct","hispanic_vap","hispanic_vap_pct"
"ROBESON - 36","1196","414","424","294","6","34.62","35.45","24.58","0.5","",""
"ROBESON - 37","653","487","58","76","0","74.58","8.88","11.64","0.0","",""
"ROBESON - 38","493","131","42","285","13","26.57","8.52","57.81","2.64","",""
"ROBESON - 39","2096","160","340","1528","5","7.63","16.22","72.9","0.24","",""
"ROBESON - 40","610","266","259","60","1","43.61","42.46","9.84","0.16","",""
"ROBESON - 41","3969","2084","630","992","8","52.51","15.87","24.99","0.2","",""
"ROCKINGHAM - DR","2858","1854","717","17","3","64.87","25.09","0.59","0.1","",""
"ROCKINGHAM - EC","5106","3529","1196","15","67","69.11","23.42","0.29","1.31","",""
"ROCKINGHAM - ED","8128","5656","1737","51","50","69.59","21.37","0.63","0.62","",""
"ROCKINGHAM - HO-1","3352","2772","364","11","13","82.7","10.86","0.33","0.39","",""
"ROCKINGHAM - HU-1","4886","4241","179","24","35","86.8","3.66","0.49","0.72","",""
"ROCKINGHAM - LI-1","4709","3837","632","19","18","81.48","13.42","0.4","0.38","",""
"ROCKINGHAM - MO","3576","3086","249","18","10","86.3","6.96","0.5","0.28","",""
"ROCKINGHAM - NB","3824","3448","123","24","44","90.17","3.22","0.63","1.15","",""
"ROCKINGHAM - RC","5349","4365","684","17","18","81.6","12.79","0.32","0.34","",""
"ROCKINGHAM - RE-1","7460","3843","3033","32","34","51.51","40.66","0.43","0.46","",""
"ROCKINGHAM - RE-2","6205","3844","1859","26","50","61.95","29.96","0.42","0.81","",""
"ROCKINGHAM - ST","5706","4554","652","19","10","79.81","11.43","0.33","0.18","",""
"ROCKINGHAM - WI","4780","3109","1122","32","5","65.04","23.47","0.67","0.1","",""
"ROCKINGHAM - WS-1","6844","5508","909","33","39","80.48","13.28","0.48","0.57","",""
"ROWAN - 01","2209","2009","44","8","13","90.95","1.99","0.36","0.59","",""
"ROWAN - 02","1809","1009","432","2","23","55.78","23.88","0.11","1.27","",""
"ROWAN - 03","2671","2392","62","13","30","89.55","2.32","0.49","1.12","",""
"ROWAN - 04","4547","4062","99","8","17","89.33","2.18","0.18","0.37","",""
"ROWAN - 05A","5103","4118","363","31","65","80.7","7.11","0.61","1.27","",""
"ROWAN - 07","2288","1667","365","5","28","72.86","15.95","0.22","1.22","",""
"ROWAN - 08","3878","2899","367","19","57","74.76","9.46","0.49","1.47","",""
"ROWAN - 09","2394","2083","55","9","18","87.01","2.3","0.38","0.75","",""
"ROWAN - 10","3039","2675","134","14","37","88.02","4.41","0.46","1.22","",""
"ROWAN - 11","3326","2541","396","17","61","76.4","11.91","0.51","1.83","",""
"ROWAN - 12","2287","1413","639","14","26","61.78","27.94","0.61","1.14","",""
"ROWAN - 13","2573","2306","63","6","15","89.62","2.45","0.23","0.58","",""
"ROWAN - 14A","4774","4022","361","18","39","84.25","7.56","0.38","0.82","",""
"ROWAN - 15","3758","3173","289","9","30","84.43","7.69","0.24","0.8","",""
"ROWAN - 16","3007","1773","519","19","39","58.96","17.26","0.63","1.3","",""
"ROWAN - 17","3472","2293","452","33","27","66.04","13.02","0.95","0.78","",""
"ROWAN - 18","1188","225","824","6","5","18.94","69.36","0.51","0.42","",""
"ROWAN - 19A","5006","4065","417","27","40","81.2","8.33","0.54","0.8","",""
"ROWAN - 21","3324","2379","367","26","49","71.57","11.04","0.78","1.47","",""
"ROWAN - 22","979","922","1","1","8","94.18","0.1","0.1","0.82","",""
"ROWAN - 23","1897","1782","12","4","11","93.94","0.63","0.21","0.58","",""
"ROWAN - 24","1410","1275","59","6","6","90.43","4.18","0.43","0.43","",""
"ROWAN - 25","4116","3744","81","22","23","90.96","1.97","0.53","0.56","",""
"ROWAN - 26","1976","1842","17","12","1","93.22","0.86","0.61","0.05","",""
"ROWAN - 27","1440","1155","189","12","4","80.21","13.12","0.83","0.28","",""
"ROWAN - 28","2660","1519","820","15","24","57.11","30.83","0.56","0.9","",""
"ROWAN - 29","1405","1152","85","3","4","81.99","6.05","0.21","0.28","",""
"ROWAN - 30","4747","2752","763","47","91","57.97","16.07","0.99","1.92","",""
"ROWAN - 31","1791","1575","92","10","20","87.94","5.14","0.56","1.12","",""
"ROWAN - 32","1833","1399","229","6","5","76.32","12.49","0.33","0.27","",""
"ROWAN - 33","1971","1815","35","9","13","92.09","1.78","0.46","0.66","",""
"ROWAN - 34","3677","2006","1104","43","77","54.56","30.02","1.17","2.09","",""
"ROWAN - 35","1496","753","524","7","7","50.33","35.03","0.47","0.47","",""
"ROWAN - 36","3619","1742","1360","17","51","48.13","37.58","0.47","1.41","",""
"ROWAN - 38","3347","1535","1450","12","23","45.86","43.32","0.36","0.69","",""
"ROWAN - 39","2781","1867","628","12","55","67.13","22.58","0.43","1.98","",""
"ROWAN - 40","2980","1854","851","4","23","62.21","28.56","0.13","0.77","",""
"ROWAN - 41","3207","1768","1041","13","87","55.13","32.46","0.41","2.71","",""
"ROWAN - 42","2001","176","1619","19","9","8.8","80.91","0.95","0.45","",""
"ROWAN - 44","3410","3018","63","4","28","88.5","1.85","0.12","0.82","",""
"ROWAN - 45","1572","994","378","14","24","63.23","24.05","0.89","1.53","",""
"RUTHERFORD - 03A","2274","2087","115","4","5","91.78","5.06","0.18","0.22","",""
"RUTHERFORD - 04A","2557","2237","174","8","13","87.49","6.8","0.31","0.51","",""
"RUTHERFORD - 05A","3478","2918","235","19","5","83.9","6.76","0.55","0.14","",""
"RUTHERFORD - 06A","2726","2414","151","1","9","88.55","5.54","0.04","0.33","",""
"RUTHERFORD - 09A","3910","3585","101","20","5","91.69","2.58","0.51","0.13","",""
"RUTHERFORD - 10A","1350","1280","8","7","8","94.81","0.59","0.52","0.59","",""
"RUTHERFORD - 11","6396","5905","224","16","16","92.32","3.5","0.25","0.25","",""
"RUTHERFORD - 13","4722","3231","1018","11","52","68.42","21.56","0.23","1.1","",""
"RUTHERFORD - 14","3068","2243","458","17","28","73.11","14.93","0.55","0.91","",""
"RUTHERFORD - 16A","2895","2714","59","9","14","93.75","2.04","0.31","0.48","",""
"RUTHERFORD - 18","2187","1922","149","1","11","87.88","6.81","0.05","0.5","",""
"RUTHERFORD - 19","2310","1959","165","13","8","84.81","7.14","0.56","0.35","",""
"RUTHERFORD - 27","3702","3050","351","19","40","82.39","9.48","0.51","1.08","",""
"RUTHERFORD - 28","1828","1434","234","9","17","78.45","12.8","0.49","0.93","",""
"RUTHERFORD - 29","2360","1865","256","5","12","79.03","10.85","0.21","0.51","",""
"RUTHERFORD - 30","4148","2921","950","16","28","70.42","22.9","0.39","0.68","",""
"RUTHERFORD - 34","1508","1415","17","2","4","93.83","1.13","0.13","0.27","",""
"SAMPSON - AUTR","1827","1466","134","22","3","80.24","7.33","1.2","0.16","",""
"SAMPSON - CLCE","1146","189","806","15","16","16.49","70.33","1.31","1.4","",""
"SAMPSON - CLEA","3331","1241","1414","41","23","37.26","42.45","1.23","0.69","",""
"SAMPSON - CLEM","1774","1179","263","51","2","66.46","14.83","2.87","0.11","",""
"SAMPSON - CLNE","2346","1472","497","21","29","62.75","21.18","0.9","1.24","",""
"SAMPSON - CLSW","1978","1071","471","133","16","54.15","23.81","6.72","0.81","",""
"SAMPSON - CLWE","2450","1364","698","51","13","55.67","28.49","2.08","0.53","",""
"SAMPSON - GARL","1406","619","514","21","7","44.03","36.56","1.49","0.5","",""
"SAMPSON - GIDD","1611","642","393","30","2","39.85","24.39","1.86","0.12","",""
"SAMPSON - HARR","1757","609","919","16","3","34.66","52.31","0.91","0.17","",""
"SAMPSON - HERR","857","708","55","19","4","82.61","6.42","2.22","0.47","",""
"SAMPSON - INGO","1620","642","449","16","5","39.63","27.72","0.99","0.31","",""
"SAMPSON - KEEN","1641","1102","232","23","3","67.15","14.14","1.4","0.18","",""
"SAMPSON - KFRK","2125","1125","474","171","13","52.94","22.31","8.05","0.61","",""
"SAMPSON - LAKE","3040","1249","1382","30","7","41.09","45.46","0.99","0.23","",""
"SAMPSON - MING","2899","1956","400","50","2","67.47","13.8","1.72","0.07","",""
"SAMPSON - NGRV","1787","1119","276","35","10","62.62","15.44","1.96","0.56","",""
"SAMPSON - PLVW","2991","2411","258","53","9","80.61","8.63","1.77","0.3","",""
"SAMPSON - ROSE","1752","1257","261","30","8","71.75","14.9","1.71","0.46","",""
"SAMPSON - ROWA","2201","1032","458","37","1","46.89","20.81","1.68","0.05","",""
"SAMPSON - SBRG","1063","740","148","24","3","69.61","13.92","2.26","0.28","",""
"SAMPSON - TURK","1328","617","444","18","3","46.46","33.43","1.36","0.23","",""
"SAMPSON - WBRK","2006","1340","155","48","3","66.8","7.73","2.39","0.15","",""
"SCOTLAND - 01-16","6198","1610","3605","403","48","25.98","58.16","6.5","0.77","",""
"SCOTLAND - 02-25","3827","1457","1490","665","25","38.07","38.93","17.38","0.65","",""
"SCOTLAND - 03","3292","1799","1044","205","71","54.65","31.71","6.23","2.16","",""
"SCOTLAND - 04","4204","2575","1111","270","30","61.25","26.43","6.42","0.71","",""
"SCOTLAND - 05-10","2287","1176","667","277","14","51.42","29.16","12.11","0.61","",""
"SCOTLAND - 06-89","3852","2344","754","478","37","60.85","19.57","12.41","0.96","",""
"SCOTLAND - 07","3185","1212","1375","439","28","38.05","43.17","13.78","0.88","",""
"STANLY - 0003","2430","1922","312","12","25","79.09","12.84","0.49","1.03","",""
"STANLY - 0011","1578","1288","126","5","59","81.62","7.98","0.32","3.74","",""
"STANLY - 0014","1268","1177","27","6","16","92.82","2.13","0.47","1.26","",""
"STANLY - 0015","2297","1399","675","15","19","60.91","29.39","0.65","0.83","",""
"STANLY - 0016","1400","980","310","6","53","70.0","22.14","0.43","3.79","",""
"STANLY - 0017","2040","1737","157","3","46","85.15","7.7","0.15","2.25","",""
"STANLY - 0018","1702","1394","198","6","26","81.9","11.63","0.35","1.53","",""
"STANLY - 0019","1707","1606","15","2","33","94.08","0.88","0.12","1.93","",""
"STANLY - 0021","1379","1310","13","10","8","95.0","0.94","0.73","0.58","",""
"STANLY - 0022","2158","1750","182","10","24","81.09","8.43","0.46","1.11","",""
"STANLY - 0023","3139","2848","44","14","9","90.73","1.4","0.45","0.29","",""
"STANLY - 0024","3898","3476","141","10","17","89.17","3.62","0.26","0.44","",""
"STANLY - 0025","3692","3292","37","22","9","89.17","1.0","0.6","0.24","",""
"STANLY - 0107","2767","1983","468","7","128","71.67","16.91","0.25","4.63","",""
"STANLY - 0108","2080","512","1401","12","20","24.62","67.36","0.58","0.96","",""
"STANLY - 0110","2038","1504","276","10","85","73.8","13.54","0.49","4.17","",""
"STANLY - 0113","1499","1373","50","8","7","91.59","3.34","0.53","0.47","",""
"STANLY - 0120","2871","2658","22","7","60","92.58","0.77","0.24","2.09","",""
"STANLY - 0126","2458","2135","167","14","57","86.86","6.79","0.57","2.32","",""
"STANLY - 0127","3765","3035","507","21","28","80.61","13.47","0.56","0.74","",""
"STANLY - 0212","3098","2376","328","24","76","76.69","10.59","0.77","2.45","",""
"STOKES - 01","989","900","26","8","4","91.0","2.63","0.81","0.4","",""
"STOKES - 02","2034","1888","33","8","11","92.82","1.62","0.39","0.54","",""
"STOKES - 03","1488","1435","10","1","0","96.44","0.67","0.07","0.0","",""
"STOKES - 04","2359","2197","32","5","17","93.13","1.36","0.21","0.72","",""
"STOKES - 0506","1523","1393","50","11","0","91.46","3.28","0.72","0.0","",""
"STOKES - 07","733","636","53","6","1","86.77","7.23","0.82","0.14","",""
"STOKES - 08","1515","1409","35","5","4","93.0","2.31","0.33","0.26","",""
"STOKES - 09","2353","2155","58","3","5","91.59","2.46","0.13","0.21","",""
"STOKES - 10","3609","3263","55","9","47","90.41","1.52","0.25","1.3","",""
"STOKES - 11","4332","3957","74","9","23","91.34","1.71","0.21","0.53","",""
"STOKES - 12","2031","1913","23","16","0","94.19","1.13","0.79","0.0","",""
"STOKES - 13","1990","1832","26","14","6","92.06","1.31","0.7","0.3","",""
"STOKES - 140","2556","2435","26","15","2","95.27","1.02","0.59","0.08","",""
"STOKES - 150","1442","1349","24","5","3","93.55","1.66","0.35","0.21","",""
"STOKES - 1618","2207","1621","475","7","7","73.45","21.52","0.32","0.32","",""
"STOKES - 17","2046","1777","180","10","0","86.85","8.8","0.49","0.0","",""
"STOKES - 1819","1213","997","148","7","2","82.19","12.2","0.58","0.16","",""
"STOKES - 20","1629","1496","49","5","2","91.84","3.01","0.31","0.12","",""
"SURRY - 01","2201","2002","15","5","0","90.96","0.68","0.23","0.0","",""
"SURRY - 04","2256","1725","37","17","7","76.46","1.64","0.75","0.31","",""
"SURRY - 05","2884","2542","28","16","2","88.14","0.97","0.55","0.07","",""
"SURRY - 09","1659","1530","12","6","0","92.22","0.72","0.36","0.0","",""
"SURRY - 10","1373","1249","19","5","2","90.97","1.38","0.36","0.15","",""
"SURRY - 11","1885","1344","28","15","6","71.3","1.49","0.8","0.32","",""
"SURRY - 12","3061","2394","222","16","49","78.21","7.25","0.52","1.6","",""
"SURRY - 15","2340","1904","204","24","5","81.37","8.72","1.03","0.21","",""
"SURRY - 16","1665","1468","31","0","5","88.17","1.86","0.0","0.3","",""
"SURRY - 17","1616","1374","56","4","14","85.02","3.47","0.25","0.87","",""
"SURRY - 18","2619","2281","82","9","13","87.09","3.13","0.34","0.5","",""
"SURRY - 19","3448","2899","239","13","24","84.08","6.93","0.38","0.7","",""
"SURRY - 22","1424","1251","18","8","4","87.85","1.26","0.56","0.28","",""
"SURRY - 23","1554","1424","34","4","2","91.63","2.19","0.26","0.13","",""
"SURRY - 24","865","809","5","2","1","93.53","0.58","0.23","0.12","",""
"SURRY - 25","1897","1652","19","9","4","87.08","1.0","0.47","0.21","",""
"SURRY - 26","3213","2959","48","6","13","92.09","1.49","0.19","0.4","",""
"SURRY - 27","1887","1646","83","6","0","87.23","4.4","0.32","0.0","",""
"SURRY - 28","1578","1379","35","4","3","87.39","2.22","0.25","0.19","",""
"SURRY - 29","4111","3367","76","45","30","81.9","1.85","1.09","0.73","",""
"SURRY - 30","5015","4252","203","5","44","84.79","4.05","0.1","0.88","",""
"SURRY - 32","3209","2909","138","15","16","90.65","4.3","0.47","0.5","",""
"SURRY - 34","4678","3882","346","16","44","82.98","7.4","0.34","0.94","",""
"SWAIN - ALARKA","837","759","3","40","0","90.68","0.36","4.78","0.0","",""
"SWAIN - ALMOND","1216","1137","5","33","3","93.5","0.41","2.71","0.25","",""
"SWAIN - BC1","2393","2125","5","102","14","88.8","0.21","4.26","0.59","",""
"SWAIN - BC2","2362","2023","48","105","11","85.65","2.03","4.45","0.47","",""
"SWAIN - WHCH","4167","1184","31","2604","16","28.41","0.74","62.49","0.38","",""
"TRANSYLVANIA - B1","1913","1691","67","9","11","88.4","3.5","0.47","0.58","",""
"TRANSYLVANIA - B2","1799","1379","257","2","2","76.65","14.29","0.11","0.11","",""
"TRANSYLVANIA - B3","2056","1830","85","5","22","89.01","4.13","0.24","1.07","",""
"TRANSYLVANIA - B4","2137","1821","143","3","23","85.21","6.69","0.14","1.08","",""
"TRANSYLVANIA - BD","2973","2592","117","16","20","87.18","3.94","0.54","0.67","",""
"TRANSYLVANIA - CC.1","2376","2231","9","11","8","93.9","0.38","0.46","0.34","",""
"TRANSYLVANIA - CM","851","795","4","1","9","93.42","0.47","0.12","1.06","",""
"TRANSYLVANIA - DR","2502","2379","15","2","10","95.08","0.6","0.08","0.4","",""
"TRANSYLVANIA - EF","1016","953","5","2","5","93.8","0.49","0.2","0.49","",""
"TRANSYLVANIA - LR","1745","1613","17","0","4","92.44","0.97","0.0","0.23","",""
"TRANSYLVANIA - PF","1491","1203","50","8","14","80.68","3.35","0.54","0.94","",""
"TRANSYLVANIA - RE.1","2059","1877","14","11","2","91.16","0.68","0.53","0.1","",""
"TRANSYLVANIA - TC1","931","868","2","4","0","93.23","0.21","0.43","0.0","",""
"TRANSYLVANIA - TC7","1818","1665","1","15","2","91.58","0.06","0.83","0.11","",""
"TRANSYLVANIA - WC","1632","1549","11","4","6","94.91","0.67","0.25","0.37","",""
"TYRRELL - 1","208","50","151","0","0","24.04","72.6","0.0","0.0","",""
"TYRRELL - 14","89","76","5","0","1","85.39","5.62","0.0","1.12","",""
"TYRRELL - 15","477","289","165","0","5","60.59","34.59","0.0","1.05","",""
"TYRRELL - 16","32","24","5","0","0","75.0","15.62","0.0","0.0","",""
"TYRRELL - 2","1548","996","370","2","33","64.34","23.9","0.13","2.13","",""
"TYRRELL - 3","220","148","64","0","0","67.27","29.09","0.0","0.0","",""
"UNION - 0005","4643","3035","634","40","66","65.37","13.65","0.86","1.42","",""
"UNION - 001","2382","705","578","39","28","29.6","24.27","1.64","1.18","",""
"UNION - 0019","4159","3110","485","19","131","74.78","11.66","0.46","3.15","",""
"UNION - 002","2351","924","715","24","32","39.3","30.41","1.02","1.36","",""
"UNION - 0020A","3633","2759","434","4","54","75.94","11.95","0.11","1.49","",""
"UNION - 0020B","3777","3166","192","9","140","83.82","5.08","0.24","3.71","",""
"UNION - 003","1989","923","427","24","29","46.41","21.47","1.21","1.46","",""
"UNION - 0030","4608","3235","629","32","106","70.2","13.65","0.69","2.3","",""
"UNION - 004","2614","499","836","50","18","19.09","31.98","1.91","0.69","",""
"UNION - 0044","2380","1734","228","5","161","72.86","9.58","0.21","6.76","",""
"UNION - 0045","2766","2241","185","12","62","81.02","6.69","0.43","2.24","",""
"UNION - 006","2089","1622","142","7","24","77.64","6.8","0.34","1.15","",""
"UNION - 007","3903","2702","589","15","22","69.23","15.09","0.38","0.56","",""
"UNION - 008","4398","2224","1402","24","60","50.57","31.88","0.55","1.36","",""
"UNION - 009","1820","737","824","14","10","40.49","45.27","0.77","0.55","",""
"UNION - 010","1641","673","545","12","7","41.01","33.21","0.73","0.43","",""
"UNION - 011","2662","2498","46","13","6","93.84","1.73","0.49","0.23","",""
"UNION - 012","2555","2382","33","7","13","93.23","1.29","0.27","0.51","",""
"UNION - 013","2827","2637","27","7","16","93.28","0.96","0.25","0.57","",""
"UNION - 014","1694","1289","121","19","22","76.09","7.14","1.12","1.3","",""
"UNION - 015","5201","3778","458","25","360","72.64","8.81","0.48","6.92","",""
"UNION - 016","5863","4441","599","28","148","75.75","10.22","0.48","2.52","",""
"UNION - 017A","3287","2557","280","9","55","77.79","8.52","0.27","1.67","",""
"UNION - 017B","4586","3463","361","10","388","75.51","7.87","0.22","8.46","",""
"UNION - 018","2989","2407","99","0","280","80.53","3.31","0.0","9.37","",""
"UNION - 021","2690","2327","124","18","21","86.51","4.61","0.67","0.78","",""
"UNION - 022","2631","2320","75","9","37","88.18","2.85","0.34","1.41","",""
"UNION - 023","2412","1867","233","17","19","77.4","9.66","0.7","0.79","",""
"UNION - 024","2730","2318","162","22","12","84.91","5.93","0.81","0.44","",""
"UNION - 025","2297","1767","212","15","21","76.93","9.23","0.65","0.91","",""
"UNION - 026","2385","1851","236","24","9","77.61","9.9","1.01","0.38","",""
"UNION - 027","2004","1681","170","6","4","83.88","8.48","0.3","0.2","",""
"UNION - 028A","5210","3775","437","12","656","72.46","8.39","0.23","12.59","",""
"UNION - 028B","3943","2872","182","9","638","72.84","4.62","0.23","16.18","",""
"UNION - 028C","3454","2663","206","6","350","77.1","5.96","0.17","10.13","",""
"UNION - 028D","4967","3483","442","6","545","70.12","8.9","0.12","10.97","",""
"UNION - 029A","5115","3426","762","15","193","66.98","14.9","0.29","3.77","",""
"UNION - 029B","1769","1331","166","9","51","75.24","9.38","0.51","2.88","",""
"UNION - 029C","2841","2161","266","2","93","76.06","9.36","0.07","3.27","",""
"UNION - 031","4376","2888","711","26","78","66.0","16.25","0.59","1.78","",""
"UNION - 032","3408","2863","224","8","93","84.01","6.57","0.23","2.73","",""
"UNION - 033","2654","2137","273","9","23","80.52","10.29","0.34","0.87","",""
"UNION - 034","3883","3034","438","25","14","78.14","11.28","0.64","0.36","",""
"UNION - 035","1941","1701","57","3","38","87.64","2.94","0.15","1.96","",""
"UNION - 036","2410","1767","359","19","11","73.32","14.9","0.79","0.46","",""
"UNION - 037A","6138","4259","746","23","399","69.39","12.15","0.37","6.5","",""
"UNION - 037B","1384","1207","66","3","45","87.21","4.77","0.22","3.25","",""
"UNION - 038A","5024","3078","615","49","126","61.27","12.24","0.98","2.51","",""
"UNION - 038B","2576","2067","174","8","65","80.24","6.75","0.31","2.52","",""
"UNION - 039","2700","2187","207","19","38","81.0","7.67","0.7","1.41","",""
"UNION - 040","3807","3093","255","10","140","81.25","6.7","0.26","3.68","",""
"UNION - 041","4254","3252","268","4","460","76.45","6.3","0.09","10.81","",""
"UNION - 042","2483","1786","237","23","37","71.93","9.54","0.93","1.49","",""
"UNION - 043","1561","291","669","19","6","18.64","42.86","1.22","0.38","",""
"VANCE - CC","2797","1746","880","9","14","62.42","31.46","0.32","0.5","",""
"VANCE - CH","4543","508","3670","28","29","11.18","80.78","0.62","0.64","",""
"VANCE - KITT","3963","2375","1283","13","6","59.93","32.37","0.33","0.15","",""
"VANCE - MIDD","2831","1438","1272","7","15","50.79","44.93","0.25","0.53","",""
"VANCE - NH","3663","1723","1734","8","12","47.04","47.34","0.22","0.33","",""
"VANCE - NV","1621","588","851","11","10","36.27","52.5","0.68","0.62","",""
"VANCE - SCRK","4760","2231","1997","18","12","46.87","41.95","0.38","0.25","",""
"VANCE - SH","4407","1189","2491","22","31","26.98","56.52","0.5","0.7","",""
"VANCE - WH","4286","2134","1837","8","76","49.79","42.86","0.19","1.77","",""
"WAKE - 01-01","2653","2095","235","5","91","78.97","8.86","0.19","3.43","",""
"WAKE - 01-02","2843","2544","77","9","58","89.48","2.71","0.32","2.04","",""
"WAKE - 01-03","2035","1932","21","10","20","94.94","1.03","0.49","0.98","",""
"WAKE - 01-04","1261","1190","22","1","12","94.37","1.74","0.08","0.95","",""
"WAKE - 01-05","1174","1035","11","7","17","88.16","0.94","0.6","1.45","",""
"WAKE - 01-06","3562","3084","127","5","88","86.58","3.57","0.14","2.47","",""
"WAKE - 01-07","3390","2631","375","7","168","77.61","11.06","0.21","4.96","",""
"WAKE - 01-09","1278","1153","22","0","18","90.22","1.72","0.0","1.41","",""
"WAKE - 01-10","1481","1388","14","0","22","93.72","0.95","0.0","1.49","",""
"WAKE - 01-11","2482","2290","49","1","58","92.26","1.97","0.04","2.34","",""
"WAKE - 01-12","2222","1940","148","2","28","87.31","6.66","0.09","1.26","",""
"WAKE - 01-13","1781","1336","245","4","19","75.01","13.76","0.22","1.07","",""
"WAKE - 01-14","3918","3125","422","0","66","79.76","10.77","0.0","1.68","",""
"WAKE - 01-15","2862","2385","185","3","89","83.33","6.46","0.1","3.11","",""
"WAKE - 01-16","3650","2657","493","8","147","72.79","13.51","0.22","4.03","",""
"WAKE - 01-17","1202","1085","24","1","30","90.27","2.0","0.08","2.5","",""
"WAKE - 01-18","4015","2278","606","21","154","56.74","15.09","0.52","3.84","",""
"WAKE - 01-19","2420","276","1618","31","4","11.4","66.86","1.28","0.17","",""
"WAKE - 01-20","3802","1774","1592","11","104","46.66","41.87","0.29","2.74","",""
"WAKE - 01-21","6703","3226","1924","36","271","48.13","28.7","0.54","4.04","",""
"WAKE - 01-22","4820","394","3485","25","87","8.17","72.3","0.52","1.8","",""
"WAKE - 01-23","13946","9530","1645","81","1494","68.34","11.8","0.58","10.71","",""
"WAKE - 01-25","799","203","520","0","16","25.41","65.08","0.0","2.0","",""
"WAKE - 01-26","4910","2243","2193","45","55","45.68","44.66","0.92","1.12","",""
"WAKE - 01-27","3192","2023","596","18","86","63.38","18.67","0.56","2.69","",""
"WAKE - 01-28","5661","2710","2145","20","123","47.87","37.89","0.35","2.17","",""
"WAKE - 01-29","2351","2130","65","1","43","90.6","2.76","0.04","1.83","",""
"WAKE - 01-30","1262","1167","22","2","25","92.47","1.74","0.16","1.98","",""
"WAKE - 01-31","7409","3398","1386","37","1427","45.86","18.71","0.5","19.26","",""
"WAKE - 01-32","3829","2333","696","19","197","60.93","18.18","0.5","5.14","",""
"WAKE - 01-33","1861","1703","35","0","53","91.51","1.88","0.0","2.85","",""
"WAKE - 01-34","2353","782","1340","6","37","33.23","56.95","0.25","1.57","",""
"WAKE - 01-35","3143","371","1844","40","23","11.8","58.67","1.27","0.73","",""
"WAKE - 01-36","3189","2733","192","4","121","85.7","6.02","0.13","3.79","",""
"WAKE - 01-37","1937","1673","109","3","47","86.37","5.63","0.15","2.43","",""
"WAKE - 01-38","3036","1444","696","31","194","47.56","22.92","1.02","6.39","",""
"WAKE - 01-39","3280","2180","723","6","75","66.46","22.04","0.18","2.29","",""
"WAKE - 01-40","5885","763","3830","59","84","12.97","65.08","1.0","1.43","",""
"WAKE - 01-41","3767","2114","447","9","842","56.12","11.87","0.24","22.35","",""
"WAKE - 01-42","2927","2423","229","16","117","82.78","7.82","0.55","4.0","",""
"WAKE - 01-43","3351","1979","885","18","102","59.06","26.41","0.54","3.04","",""
"WAKE - 01-44","4856","2876","1138","36","128","59.23","23.43","0.74","2.64","",""
"WAKE - 01-45","2440","1435","566","7","150","58.81","23.2","0.29","6.15","",""
"WAKE - 01-46","5343","1120","2183","56","275","20.96","40.86","1.05","5.15","",""
"WAKE - 01-47","2159","1859","120","5","49","86.1","5.56","0.23","2.27","",""
"WAKE - 01-48","2694","1899","394","20","119","70.49","14.63","0.74","4.42","",""
"WAKE - 01-49","5185","2625","1343","16","332","50.63","25.9","0.31","6.4","",""
"WAKE - 01-50","3483","474","2406","14","88","13.61","69.08","0.4","2.53","",""
"WAKE - 01-51","1186","975","95","0","21","82.21","8.01","0.0","1.77","",""
"WAKE - 02-01","3229","2721","195","8","134","84.27","6.04","0.25","4.15","",""
"WAKE - 02-02","5772","4858","319","10","222","84.16","5.53","0.17","3.85","",""
"WAKE - 02-03","2902","2589","72","5","76","89.21","2.48","0.17","2.62","",""
"WAKE - 02-04","2481","2091","108","3","132","84.28","4.35","0.12","5.32","",""
"WAKE - 02-05","972","846","40","5","40","87.04","4.12","0.51","4.12","",""
"WAKE - 02-06","2458","2109","117","8","109","85.8","4.76","0.33","4.43","",""
"WAKE - 03-01","4665","3095","296","12","873","66.35","6.35","0.26","18.71","",""
"WAKE - 03-02","2236","1742","138","9","130","77.91","6.17","0.4","5.81","",""
"WAKE - 04-01","2779","1950","328","15","146","70.17","11.8","0.54","5.25","",""
"WAKE - 04-02","3818","2122","281","51","191","55.58","7.36","1.34","5.0","",""
"WAKE - 04-03","2803","1745","361","7","197","62.25","12.88","0.25","7.03","",""
"WAKE - 04-04","2460","1409","382","15","144","57.28","15.53","0.61","5.85","",""
"WAKE - 04-05","3858","2709","270","7","589","70.22","7.0","0.18","15.27","",""
"WAKE - 04-06","3428","2744","279","9","168","80.05","8.14","0.26","4.9","",""
"WAKE - 04-07","2710","2380","42","9","142","87.82","1.55","0.33","5.24","",""
"WAKE - 04-08","3051","1705","473","16","519","55.88","15.5","0.52","17.01","",""
"WAKE - 04-09","3088","1838","170","14","789","59.52","5.51","0.45","25.55","",""
"WAKE - 04-10","3142","2321","166","9","358","73.87","5.28","0.29","11.39","",""
"WAKE - 04-11","2084","1093","261","24","171","52.45","12.52","1.15","8.21","",""
"WAKE - 04-12","2960","2378","123","7","206","80.34","4.16","0.24","6.96","",""
"WAKE - 04-13","4940","3255","252","7","1079","65.89","5.1","0.14","21.84","",""
"WAKE - 04-14","1768","1462","66","3","53","82.69","3.73","0.17","3.0","",""
"WAKE - 04-15","2740","1979","272","1","201","72.23","9.93","0.04","7.34","",""
"WAKE - 04-16","2279","1884","116","2","86","82.67","5.09","0.09","3.77","",""
"WAKE - 04-17","2138","1555","187","2","183","72.73","8.75","0.09","8.56","",""
